Year,GeoType,Borough,GeoID,BCT2020,Name,CDType,NTAType,Pop1,Male ,Fem,LandAcres
2020,CT2020,Brooklyn,36047075400,3075400,,,,1402,706,696,42.86
2020,CT2020,Brooklyn,36047075600,3075600,,,,1934,974,960,42.88
2020,CT2020,Brooklyn,36047075800,3075800,,,,2005,982,1023,50.72
2020,CT2020,Brooklyn,36047076000,3076000,,,,2832,1328,1504,44.87
2020,CT2020,Brooklyn,36047076200,3076200,,,,4391,2121,2270,46.47
2020,CT2020,Brooklyn,36047076400,3076400,,,,3783,1719,2064,39.93
2020,CT2020,Brooklyn,36047076600,3076600,,,,1990,927,1063,20.41
2020,CT2020,Brooklyn,36047076800,3076800,,,,4049,2137,1912,74.96
2020,CT2020,Brooklyn,36047077000,3077000,,,,2776,1265,1511,40.35
2020,CT2020,Brooklyn,36047077200,3077200,,,,3070,1397,1673,99.91
2020,CT2020,Brooklyn,36047077400,3077400,,,,3029,1349,1680,36.51
2020,CT2020,Brooklyn,36047077600,3077600,,,,3784,1658,2126,46.1
2020,CT2020,Brooklyn,36047078000,3078000,,,,2197,977,1220,40.66
2020,CT2020,Brooklyn,36047078200,3078200,,,,4081,1831,2250,41.59
2020,CT2020,Brooklyn,36047078400,3078400,,,,2441,1077,1364,41.37
2020,CT2020,Brooklyn,36047078601,3078601,,,,2374,1069,1305,21.53
2020,CT2020,Brooklyn,36047078602,3078602,,,,2073,938,1135,20.74
2020,CT2020,Brooklyn,36047078801,3078801,,,,2040,966,1074,23.02
2020,CT2020,Brooklyn,36047078802,3078802,,,,1328,610,718,15.8
2020,CT2020,Brooklyn,36047079001,3079001,,,,1347,587,760,14.94
2020,CT2020,Brooklyn,36047079002,3079002,,,,3769,1686,2083,30.28
2020,CT2020,Brooklyn,36047079201,3079201,,,,1743,801,942,26.87
2020,CT2020,Brooklyn,36047079202,3079202,,,,3171,1370,1801,26.67
2020,CT2020,Brooklyn,36047079400,3079400,,,,2742,1309,1433,54.9
2020,CT2020,Brooklyn,36047079601,3079601,,,,4125,1851,2274,27.28
2020,CT2020,Brooklyn,36047079602,3079602,,,,4489,1936,2553,33.36
2020,CT2020,Brooklyn,36047079801,3079801,,,,2957,1339,1618,32.04
2020,CT2020,Brooklyn,36047079802,3079802,,,,5647,2494,3153,26.28
2020,CT2020,Brooklyn,36047080000,3080000,,,,3562,1589,1973,42.92
2020,CT2020,Brooklyn,36047080200,3080200,,,,4521,1947,2574,45.77
2020,CT2020,Brooklyn,36047080400,3080400,,,,3327,1530,1797,46.89
2020,CT2020,Brooklyn,36047080600,3080600,,,,3781,1812,1969,41.1
2020,CT2020,Brooklyn,36047080800,3080800,,,,1940,984,956,79.53
2020,CT2020,Brooklyn,36047081000,3081000,,,,2907,1294,1613,40.13
2020,CT2020,Brooklyn,36047081400,3081400,,,,3121,1408,1713,42.05
2020,CT2020,Brooklyn,36047081600,3081600,,,,2580,1120,1460,44.39
2020,CT2020,Brooklyn,36047081800,3081800,,,,4830,2060,2770,39.02
2020,CT2020,Brooklyn,36047082000,3082000,,,,5495,2438,3057,36.72
2020,CT2020,Brooklyn,36047082200,3082200,,,,7201,3091,4110,41.97
2020,CT2020,Brooklyn,36047082400,3082400,,,,4963,2177,2786,52.97
2020,CT2020,Brooklyn,36047082600,3082600,,,,5165,2335,2830,49.2
2020,CT2020,Brooklyn,36047082800,3082800,,,,4206,1932,2274,38.72
2020,CT2020,Brooklyn,36047083000,3083000,,,,6167,2752,3415,49.86
2020,CT2020,Brooklyn,36047083200,3083200,,,,2362,1009,1353,35.97
2020,CT2020,Brooklyn,36047083400,3083400,,,,1733,757,976,31.13
2020,CT2020,Brooklyn,36047083600,3083600,,,,2160,976,1184,51.45
2020,CT2020,Brooklyn,36047083800,3083800,,,,2226,1000,1226,41.25
2020,CT2020,Brooklyn,36047084000,3084000,,,,2324,1014,1310,42.02
2020,CT2020,Brooklyn,36047084600,3084600,,,,1986,898,1088,41.15
2020,CT2020,Brooklyn,36047084800,3084800,,,,1728,785,943,33.98
2020,CT2020,Brooklyn,36047085000,3085000,,,,1509,700,809,35.73
2020,CT2020,Brooklyn,36047085200,3085200,,,,32,14,18,97.78
2020,CT2020,Brooklyn,36047085400,3085400,,,,1962,882,1080,31.81
2020,CT2020,Brooklyn,36047085600,3085600,,,,3568,1576,1992,39.2
2020,CT2020,Brooklyn,36047085800,3085800,,,,2474,1139,1335,34.23
2020,CT2020,Brooklyn,36047086000,3086000,,,,3809,1657,2152,43.33
2020,CT2020,Brooklyn,36047086200,3086200,,,,3427,1541,1886,34.63
2020,CT2020,Brooklyn,36047086400,3086400,,,,2499,1097,1402,37.27
2020,CT2020,Brooklyn,36047086600,3086600,,,,3385,1473,1912,38.68
2020,CT2020,Brooklyn,36047086800,3086800,,,,3413,1462,1951,43.14
2020,CT2020,Brooklyn,36047087000,3087000,,,,3570,1596,1974,38.48
2020,CT2020,Brooklyn,36047087200,3087200,,,,3128,1349,1779,36.37
2020,CT2020,Brooklyn,36047087401,3087401,,,,3740,1709,2031,32.27
2020,CT2020,Brooklyn,36047087600,3087600,,,,2098,988,1110,35.14
2020,CT2020,Brooklyn,36047087800,3087800,,,,2730,1241,1489,37.42
2020,CT2020,Brooklyn,36047088001,3088001,,,,2127,925,1202,20.12
2020,CT2020,Brooklyn,36047088002,3088002,,,,1374,657,717,24.97
2020,CT2020,Brooklyn,36047088200,3088200,,,,6804,2953,3851,50.21
2020,CT2020,Brooklyn,36047088400,3088400,,,,5513,2482,3031,41.28
2020,CT2020,Brooklyn,36047088600,3088600,,,,4547,2102,2445,44.41
2020,CT2020,Brooklyn,36047088800,3088800,,,,4001,1766,2235,49.73
2020,CT2020,Brooklyn,36047089000,3089000,,,,6683,3060,3623,61.38
2020,CT2020,Brooklyn,36047089200,3089200,,,,3673,1640,2033,44.4
2020,CT2020,Brooklyn,36047089400,3089400,,,,3834,1660,2174,42.56
2020,CT2020,Brooklyn,36047089600,3089600,,,,4081,1870,2211,36.82
2020,CT2020,Brooklyn,36047089800,3089800,,,,2329,1045,1284,38.14
2020,CT2020,Brooklyn,36047090000,3090000,,,,5434,2369,3065,60.83
2020,CT2020,Brooklyn,36047090200,3090200,,,,3817,1728,2089,47.09
2020,CT2020,Brooklyn,36047090600,3090600,,,,4534,1858,2676,48.39
2020,CT2020,Brooklyn,36047090800,3090800,,,,5893,2521,3372,73.25
2020,CT2020,Brooklyn,36047091000,3091000,,,,5814,2492,3322,52.4
2020,CT2020,Brooklyn,36047091200,3091200,,,,6572,2697,3875,41.33
2020,CT2020,Brooklyn,36047091600,3091600,,,,5309,2342,2967,53.29
2020,CT2020,Brooklyn,36047091800,3091800,,,,2703,1138,1565,51.8
2020,CT2020,Brooklyn,36047092000,3092000,,,,3491,1467,2024,58.6
2020,CT2020,Brooklyn,36047092200,3092200,,,,3031,1349,1682,39.88
2020,CT2020,Brooklyn,36047092400,3092400,,,,3628,1632,1996,62.19
2020,CT2020,Brooklyn,36047092800,3092800,,,,2861,1293,1568,38.85
2020,CT2020,Brooklyn,36047093000,3093000,,,,2567,1116,1451,48
2020,CT2020,Brooklyn,36047093200,3093200,,,,1277,565,712,69.3
2020,CT2020,Brooklyn,36047093400,3093400,,,,2466,1108,1358,43.92
2020,CT2020,Brooklyn,36047093600,3093600,,,,1854,832,1022,40.8
2020,CT2020,Brooklyn,36047093800,3093800,,,,2662,1178,1484,32.4
2020,CT2020,Brooklyn,36047094401,3094401,,,,3447,1472,1975,91.17
2020,CT2020,Brooklyn,36047094402,3094402,,,,2810,1057,1753,26.41
2020,CT2020,Brooklyn,36047094600,3094600,,,,2079,896,1183,69.63
2020,CT2020,Brooklyn,36047095000,3095000,,,,3170,1367,1803,59.91
2020,CT2020,Brooklyn,36047095400,3095400,,,,5156,2297,2859,58.57
2020,CT2020,Brooklyn,36047095600,3095600,,,,4391,1937,2454,58.71
2020,CT2020,Brooklyn,36047095800,3095800,,,,3770,1659,2111,57.91
2020,CT2020,Brooklyn,36047096000,3096000,,,,6,3,3,104.74
2020,CT2020,Brooklyn,36047096200,3096200,,,,1701,815,886,44.26
2020,CT2020,Brooklyn,36047096400,3096400,,,,2621,1180,1441,43.63
2020,CT2020,Brooklyn,36047096600,3096600,,,,2353,1026,1327,44.78
2020,CT2020,Brooklyn,36047096800,3096800,,,,1555,705,850,36.82
2020,CT2020,Brooklyn,36047097000,3097000,,,,2357,1039,1318,40.39
2020,CT2020,Brooklyn,36047097400,3097400,,,,2911,1432,1479,62.36
2020,CT2020,Brooklyn,36047098200,3098200,,,,4076,1612,2464,85.41
2020,CT2020,Brooklyn,36047098400,3098400,,,,2074,917,1157,27.88
2020,CT2020,Brooklyn,36047098600,3098600,,,,2814,1250,1564,38.54
2020,CT2020,Brooklyn,36047098800,3098800,,,,3083,1353,1730,40.02
2020,CT2020,Brooklyn,36047099000,3099000,,,,1652,767,885,40.46
2020,CT2020,Brooklyn,36047099200,3099200,,,,2056,914,1142,33.26
2020,CT2020,Brooklyn,36047099400,3099400,,,,2116,984,1132,42.99
2020,CT2020,Brooklyn,36047099600,3099600,,,,4052,1849,2203,46.87
2020,CT2020,Brooklyn,36047099800,3099800,,,,4234,1770,2464,103.72
2020,CT2020,Brooklyn,36047100400,3100400,,,,2901,1266,1635,32.63
2020,CT2020,Brooklyn,36047100600,3100600,,,,2662,1184,1478,37.59
2020,CT2020,Brooklyn,36047100800,3100800,,,,2189,975,1214,36.79
2020,CT2020,Brooklyn,36047101000,3101000,,,,2605,1175,1430,42.34
2020,CT2020,Brooklyn,36047101200,3101200,,,,2115,990,1125,39.72
2020,CT2020,Brooklyn,36047101400,3101400,,,,2268,1023,1245,38.29
2020,CT2020,Brooklyn,36047101600,3101600,,,,1551,745,806,27.78
2020,CT2020,Brooklyn,36047101800,3101800,,,,2030,966,1064,70.12
2020,CT2020,Brooklyn,36047102000,3102000,,,,2186,1028,1158,38.81
2020,CT2020,Brooklyn,36047102200,3102200,,,,2313,1084,1229,40.24
2020,CT2020,Brooklyn,36047102400,3102400,,,,2257,1040,1217,35.37
2020,CT2020,Brooklyn,36047102600,3102600,,,,2973,1331,1642,33.59
2020,CT2020,Brooklyn,36047102801,3102801,,,,1754,798,956,38.03
2020,CT2020,Brooklyn,36047102802,3102802,,,,5,4,1,213.74
2020,CT2020,Brooklyn,36047103401,3103401,,,,3980,1557,2423,43.51
2020,CT2020,Brooklyn,36047103402,3103402,,,,0,0,0,121.11
2020,CT2020,Brooklyn,36047105801,3105801,,,,7013,2723,4290,103.4
2020,CT2020,Brooklyn,36047105804,3105804,,,,6482,2448,4034,190.33
2020,CT2020,Brooklyn,36047107001,3107001,,,,3543,1495,2048,298.3
2020,CT2020,Brooklyn,36047107002,3107002,,,,0,0,0,489.69
2020,CT2020,Brooklyn,36047107003,3107003,,,,0,0,0,67.99
2020,CT2020,Brooklyn,36047107800,3107800,,,,4112,1818,2294,125.17
2020,CT2020,Brooklyn,36047109800,3109800,,,,2290,1086,1204,211.12
2020,CT2020,Brooklyn,36047110400,3110400,,,,5068,2408,2660,183.48
2020,CT2020,Brooklyn,36047110600,3110600,,,,4558,1900,2658,42.27
2020,CT2020,Brooklyn,36047111000,3111000,,,,3037,1252,1785,30.88
2020,CT2020,Brooklyn,36047111600,3111600,,,,3434,1551,1883,123.48
2020,CT2020,Brooklyn,36047111800,3111800,,,,3507,1656,1851,40.11
2020,CT2020,Brooklyn,36047112000,3112000,,,,3480,1606,1874,42.75
2020,CT2020,Brooklyn,36047112200,3112200,,,,3514,1553,1961,40.1
2020,CT2020,Brooklyn,36047112400,3112400,,,,4288,1961,2327,43.95
2020,CT2020,Brooklyn,36047112600,3112600,,,,4368,1988,2380,41.64
2020,CT2020,Brooklyn,36047112800,3112800,,,,4461,2092,2369,45.52
2020,CT2020,Brooklyn,36047113000,3113000,,,,4460,2012,2448,47.9
2020,CT2020,Brooklyn,36047113200,3113200,,,,2427,1068,1359,48.48
2020,CT2020,Brooklyn,36047113400,3113400,,,,2658,1187,1471,37.91
2020,CT2020,Brooklyn,36047114201,3114201,,,,1880,900,980,74.36
2020,CT2020,Brooklyn,36047114202,3114202,,,,2670,1259,1411,29.45
2020,CT2020,Brooklyn,36047114400,3114400,,,,2414,1060,1354,106.23
2020,CT2020,Brooklyn,36047114600,3114600,,,,3134,1468,1666,39.56
2020,CT2020,Brooklyn,36047115000,3115000,,,,3123,1524,1599,39.1
2020,CT2020,Brooklyn,36047115200,3115200,,,,3496,1615,1881,41.05
2020,CT2020,Brooklyn,36047115600,3115600,,,,4452,1929,2523,39.5
2020,CT2020,Brooklyn,36047115800,3115800,,,,3260,1493,1767,38.3
2020,CT2020,Brooklyn,36047116000,3116000,,,,2630,1162,1468,37.42
2020,CT2020,Brooklyn,36047116200,3116200,,,,2374,1084,1290,35.45
2020,CT2020,Brooklyn,36047116400,3116400,,,,3275,1550,1725,44.87
2020,CT2020,Brooklyn,36047116600,3116600,,,,3484,1595,1889,39.39
2020,CT2020,Brooklyn,36047116800,3116800,,,,2273,1085,1188,35.57
2020,CT2020,Brooklyn,36047117000,3117000,,,,1974,976,998,38.01
2020,CT2020,Brooklyn,36047117201,3117201,,,,2602,1284,1318,31.92
2020,CT2020,Brooklyn,36047117202,3117202,,,,4266,2118,2148,37.52
2020,CT2020,Brooklyn,36047117400,3117400,,,,4331,2132,2199,52.6
2020,CT2020,Brooklyn,36047117601,3117601,,,,2760,1346,1414,37.65
2020,CT2020,Brooklyn,36047117602,3117602,,,,3492,1713,1779,35.53
2020,CT2020,Brooklyn,36047117800,3117800,,,,1820,897,923,34.74
2020,CT2020,Brooklyn,36047118000,3118000,,,,7,5,2,185.73
2020,CT2020,Brooklyn,36047118201,3118201,,,,3345,1645,1700,31.23
2020,CT2020,Brooklyn,36047118202,3118202,,,,3275,1577,1698,30.72
2020,CT2020,Brooklyn,36047118400,3118400,,,,5434,2626,2808,50.64
2020,CT2020,Brooklyn,36047118600,3118600,,,,3147,1523,1624,32.5
2020,CT2020,Brooklyn,36047118800,3118800,,,,5156,2590,2566,43.09
2020,CT2020,Brooklyn,36047119000,3119000,,,,2217,1079,1138,34.75
2020,CT2020,Brooklyn,36047119200,3119200,,,,3636,1797,1839,55.71
2020,CT2020,Brooklyn,36047119400,3119400,,,,4320,2053,2267,45.18
2020,CT2020,Brooklyn,36047119600,3119600,,,,6458,3197,3261,75.73
2020,CT2020,Brooklyn,36047119800,3119800,,,,3696,1939,1757,80.78
2020,CT2020,Brooklyn,36047120000,3120000,,,,2873,1466,1407,37.2
2020,CT2020,Brooklyn,36047120200,3120200,,,,1972,1016,956,37.82
2020,CT2020,Brooklyn,36047120801,3120801,,,,3999,1838,2161,49.96
2020,CT2020,Brooklyn,36047120802,3120802,,,,3770,1624,2146,28.98
2020,CT2020,Brooklyn,36047120803,3120803,,,,2010,989,1021,38.36
2020,CT2020,Brooklyn,36047121000,3121000,,,,3688,1517,2171,39.22
2020,CT2020,Brooklyn,36047121400,3121400,,,,4100,1665,2435,42.84
2020,CT2020,Brooklyn,36047122000,3122000,,,,6169,2839,3330,269.44
2020,CT2020,Brooklyn,36047123700,3123700,,,,8586,4376,4210,79.41
2020,CT2020,Brooklyn,36047150200,3150200,,,,2616,1254,1362,78.9
2020,CT2020,Brooklyn,36047152200,3152200,,,,3287,1629,1658,96.34
2020,CT2020,Brooklyn,36047990100,3990100,,,,0,0,0,0
2020,CT2020,Manhattan,36061000100,1000100,,,,0,0,0,18.88
2020,CT2020,Manhattan,36061000201,1000201,,,,2012,917,1095,22.3
2020,CT2020,Manhattan,36061000202,1000202,,,,7266,3251,4015,76.61
2020,CT2020,Manhattan,36061000500,1000500,,,,5,1,4,208.54
2020,CT2020,Manhattan,36061000600,1000600,,,,11616,5318,6298,59.41
2020,CT2020,Manhattan,36061000700,1000700,,,,10542,5098,5444,62.57
2020,CT2020,Manhattan,36061000800,1000800,,,,10871,5258,5613,54.54
2020,CT2020,Manhattan,36061000900,1000900,,,,2016,1137,879,73.86
2020,CT2020,Manhattan,36061001001,1001001,,,,1767,849,918,19.8
2020,CT2020,Manhattan,36061001002,1001002,,,,6300,2681,3619,49.34
2020,CT2020,Manhattan,36061001200,1001200,,,,3776,1804,1972,29.8
2020,CT2020,Manhattan,36061001300,1001300,,,,5402,2486,2916,78.39
2020,CT2020,Manhattan,36061001401,1001401,,,,3543,1693,1850,23.11
2020,CT2020,Manhattan,36061001402,1001402,,,,3418,1563,1855,28.15
2020,CT2020,Manhattan,36061001501,1001501,,,,8385,3832,4553,66.92
2020,CT2020,Manhattan,36061001502,1001502,,,,10378,4819,5559,51.59
2020,CT2020,Manhattan,36061001600,1001600,,,,7698,3715,3983,51.24
2020,CT2020,Manhattan,36061001800,1001800,,,,7934,3812,4122,55.1
2020,CT2020,Manhattan,36061002000,1002000,,,,4648,2013,2635,31.2
2020,CT2020,Manhattan,36061002100,1002100,,,,7811,3951,3860,58.62
2020,CT2020,Manhattan,36061002201,1002201,,,,6969,3388,3581,39.95
2020,CT2020,Manhattan,36061002202,1002202,,,,2488,1233,1255,13.86
2020,CT2020,Manhattan,36061002400,1002400,,,,4518,1881,2637,45.06
2020,CT2020,Manhattan,36061002500,1002500,,,,4630,1997,2633,32.5
2020,CT2020,Manhattan,36061002601,1002601,,,,3609,1797,1812,26.2
2020,CT2020,Manhattan,36061002602,1002602,,,,4816,2310,2506,25.62
2020,CT2020,Manhattan,36061002700,1002700,,,,1370,648,722,14.65
2020,CT2020,Manhattan,36061002800,1002800,,,,6819,3144,3675,45.37
2020,CT2020,Manhattan,36061002901,1002901,,,,1096,985,111,35.84
2020,CT2020,Manhattan,36061002902,1002902,,,,4359,2064,2295,30.6
2020,CT2020,Manhattan,36061003001,1003001,,,,4663,2303,2360,30.68
2020,CT2020,Manhattan,36061003002,1003002,,,,3035,1420,1615,19.41
2020,CT2020,Manhattan,36061003100,1003100,,,,2989,1405,1584,50.65
2020,CT2020,Manhattan,36061003200,1003200,,,,8372,4016,4356,53.79
2020,CT2020,Manhattan,36061003300,1003300,,,,6458,3245,3213,84.43
2020,CT2020,Manhattan,36061003400,1003400,,,,7012,3606,3406,39.6
2020,CT2020,Manhattan,36061003601,1003601,,,,3513,1918,1595,24.66
2020,CT2020,Manhattan,36061003602,1003602,,,,3000,1514,1486,22
2020,CT2020,Manhattan,36061003700,1003700,,,,3092,1501,1591,94.74
2020,CT2020,Manhattan,36061003800,1003800,,,,9070,4393,4677,50.01
2020,CT2020,Manhattan,36061003900,1003900,,,,7036,3344,3692,81.81
2020,CT2020,Manhattan,36061004001,1004001,,,,3743,1901,1842,22.67
2020,CT2020,Manhattan,36061004002,1004002,,,,5090,2458,2632,21.4
2020,CT2020,Manhattan,36061004100,1004100,,,,7523,3383,4140,47.27
2020,CT2020,Manhattan,36061004200,1004200,,,,5216,2515,2701,21.14
2020,CT2020,Manhattan,36061004300,1004300,,,,4158,2129,2029,36.88
2020,CT2020,Manhattan,36061004400,1004400,,,,17222,7615,9607,101.32
2020,CT2020,Manhattan,36061004500,1004500,,,,1093,558,535,25.93
2020,CT2020,Manhattan,36061004700,1004700,,,,2644,1330,1314,40.88
2020,CT2020,Manhattan,36061004800,1004800,,,,6955,3198,3757,43.43
2020,CT2020,Manhattan,36061004900,1004900,,,,4777,2247,2530,51.23
2020,CT2020,Manhattan,36061005000,1005000,,,,5223,2377,2846,41.14
2020,CT2020,Manhattan,36061005200,1005200,,,,3808,1779,2029,41.73
2020,CT2020,Manhattan,36061005400,1005400,,,,4909,2389,2520,41.5
2020,CT2020,Manhattan,36061005501,1005501,,,,4564,2207,2357,30.75
2020,CT2020,Manhattan,36061005502,1005502,,,,1956,1001,955,28.54
2020,CT2020,Manhattan,36061005600,1005600,,,,4281,2134,2147,43.1
2020,CT2020,Manhattan,36061005700,1005700,,,,2998,1458,1540,26.7
2020,CT2020,Manhattan,36061005800,1005800,,,,5109,2566,2543,43.16
2020,CT2020,Manhattan,36061005900,1005900,,,,5707,2609,3098,28.71
2020,CT2020,Manhattan,36061006000,1006000,,,,5290,2452,2838,29.39
2020,CT2020,Manhattan,36061006100,1006100,,,,5494,2554,2940,35.13
2020,CT2020,Manhattan,36061006200,1006200,,,,3686,1886,1800,72.53
2020,CT2020,Manhattan,36061006300,1006300,,,,6707,3202,3505,44.03
2020,CT2020,Manhattan,36061006400,1006400,,,,8744,3873,4871,44.28
2020,CT2020,Manhattan,36061006500,1006500,,,,6721,3248,3473,49.7
2020,CT2020,Manhattan,36061006600,1006600,,,,12341,5511,6830,43.17
2020,CT2020,Manhattan,36061006700,1006700,,,,5547,2600,2947,41.63
2020,CT2020,Manhattan,36061006800,1006800,,,,7706,3554,4152,43.11
2020,CT2020,Manhattan,36061006900,1006900,,,,2799,1397,1402,54.48
2020,CT2020,Manhattan,36061007001,1007001,,,,4550,2060,2490,22.17
2020,CT2020,Manhattan,36061007002,1007002,,,,4865,2282,2583,21.65
2020,CT2020,Manhattan,36061007100,1007100,,,,5851,2960,2891,40.77
2020,CT2020,Manhattan,36061007200,1007200,,,,9358,4160,5198,43.25
2020,CT2020,Manhattan,36061007300,1007300,,,,6180,3098,3082,40.85
2020,CT2020,Manhattan,36061007400,1007400,,,,5698,2504,3194,43.02
2020,CT2020,Manhattan,36061007500,1007500,,,,4000,2036,1964,40.95
2020,CT2020,Manhattan,36061007600,1007600,,,,2921,1209,1712,43.06
2020,CT2020,Manhattan,36061007700,1007700,,,,6192,3060,3132,44.18
2020,CT2020,Manhattan,36061007800,1007800,,,,9109,4318,4791,43.85
2020,CT2020,Manhattan,36061007900,1007900,,,,4442,2199,2243,67.76
2020,CT2020,Manhattan,36061008000,1008000,,,,5906,2790,3116,42.66
2020,CT2020,Manhattan,36061008100,1008100,,,,7853,4103,3750,43.07
2020,CT2020,Manhattan,36061008200,1008200,,,,3414,1548,1866,42.6
2020,CT2020,Manhattan,36061008300,1008300,,,,3853,1862,1991,43.04
2020,CT2020,Manhattan,36061008400,1008400,,,,1985,996,989,42.77
2020,CT2020,Manhattan,36061008601,1008601,,,,4853,2415,2438,30.97
2020,CT2020,Manhattan,36061008602,1008602,,,,0,0,0,26.32
2020,CT2020,Manhattan,36061008603,1008603,,,,5347,2468,2879,28.88
2020,CT2020,Manhattan,36061008700,1008700,,,,6510,3365,3145,40.88
2020,CT2020,Manhattan,36061008800,1008800,,,,8852,4115,4737,44.3
2020,CT2020,Manhattan,36061008900,1008900,,,,5957,3106,2851,40.92
2020,CT2020,Manhattan,36061009000,1009000,,,,8830,4133,4697,43.17
2020,CT2020,Manhattan,36061009100,1009100,,,,7362,3772,3590,44.26
2020,CT2020,Manhattan,36061009200,1009200,,,,1866,945,921,48.69
2020,CT2020,Manhattan,36061009300,1009300,,,,9325,4677,4648,44.26
2020,CT2020,Manhattan,36061009400,1009400,,,,109,51,58,37.75
2020,CT2020,Manhattan,36061009500,1009500,,,,3892,1544,2348,42.49
2020,CT2020,Manhattan,36061009600,1009600,,,,608,390,218,43.32
2020,CT2020,Manhattan,36061009700,1009700,,,,5071,2354,2717,42.73
2020,CT2020,Manhattan,36061009800,1009800,,,,8078,3776,4302,43.75
2020,CT2020,Manhattan,36061009901,1009901,,,,2093,1134,959,96.71
2020,CT2020,Manhattan,36061009902,1009902,,,,3848,2040,1808,46.32
2020,CT2020,Manhattan,36061009903,1009903,,,,2380,1323,1057,103.88
2020,CT2020,Manhattan,36061010000,1010000,,,,2170,1084,1086,42.72
2020,CT2020,Manhattan,36061010100,1010100,,,,2596,1391,1205,43.37
2020,CT2020,Manhattan,36061010200,1010200,,,,283,152,131,42.72
2020,CT2020,Manhattan,36061010300,1010300,,,,4095,1690,2405,43.11
2020,CT2020,Manhattan,36061010400,1010400,,,,983,476,507,42.81
2020,CT2020,Manhattan,36061010601,1010601,,,,8256,3643,4613,30.14
2020,CT2020,Manhattan,36061010602,1010602,,,,5489,2725,2764,30.88
2020,CT2020,Manhattan,36061010801,1010801,,,,3297,1516,1781,17.5
2020,CT2020,Manhattan,36061010802,1010802,,,,3805,1755,2050,14.18
2020,CT2020,Manhattan,36061010803,1010803,,,,2696,1227,1469,13.44
2020,CT2020,Manhattan,36061010900,1010900,,,,407,265,142,43.43
2020,CT2020,Manhattan,36061011000,1011000,,,,7671,3386,4285,43.62
2020,CT2020,Manhattan,36061011100,1011100,,,,6138,3250,2888,43.36
2020,CT2020,Manhattan,36061011201,1011201,,,,1233,562,671,19.65
2020,CT2020,Manhattan,36061011202,1011202,,,,500,240,260,19.28
2020,CT2020,Manhattan,36061011203,1011203,,,,1420,634,786,19.26
2020,CT2020,Manhattan,36061011300,1011300,,,,216,117,99,43.4
2020,CT2020,Manhattan,36061011401,1011401,,,,1361,642,719,24.34
2020,CT2020,Manhattan,36061011402,1011402,,,,2620,1176,1444,24.41
2020,CT2020,Manhattan,36061011500,1011500,,,,3863,2077,1786,43.39
2020,CT2020,Manhattan,36061011600,1011600,,,,3263,1499,1764,48.33
2020,CT2020,Manhattan,36061011700,1011700,,,,5256,2762,2494,48.59
2020,CT2020,Manhattan,36061011800,1011800,,,,9688,4277,5411,43.68
2020,CT2020,Manhattan,36061011900,1011900,,,,1666,1046,620,43.88
2020,CT2020,Manhattan,36061012000,1012000,,,,3905,1734,2171,42.76
2020,CT2020,Manhattan,36061012101,1012101,,,,3408,1928,1480,22
2020,CT2020,Manhattan,36061012102,1012102,,,,5236,2857,2379,22.02
2020,CT2020,Manhattan,36061012200,1012200,,,,3425,1509,1916,42.65
2020,CT2020,Manhattan,36061012400,1012400,,,,10845,4747,6098,42.4
2020,CT2020,Manhattan,36061012500,1012500,,,,2901,1504,1397,43.06
2020,CT2020,Manhattan,36061012601,1012601,,,,7437,3186,4251,23.31
2020,CT2020,Manhattan,36061012602,1012602,,,,6400,2661,3739,22.07
2020,CT2020,Manhattan,36061012700,1012700,,,,7282,4214,3068,43
2020,CT2020,Manhattan,36061012800,1012800,,,,6545,2966,3579,44.18
2020,CT2020,Manhattan,36061012901,1012901,,,,7959,4230,3729,54.16
2020,CT2020,Manhattan,36061012902,1012902,,,,3144,1997,1147,51.32
2020,CT2020,Manhattan,36061013000,1013000,,,,3911,1733,2178,44.04
2020,CT2020,Manhattan,36061013100,1013100,,,,3962,2006,1956,43.03
2020,CT2020,Manhattan,36061013201,1013201,,,,3146,1365,1781,19.28
2020,CT2020,Manhattan,36061013202,1013202,,,,4237,1844,2393,17.04
2020,CT2020,Manhattan,36061013203,1013203,,,,3747,1595,2152,13.31
2020,CT2020,Manhattan,36061013300,1013300,,,,6782,3728,3054,43.08
2020,CT2020,Manhattan,36061013400,1013400,,,,11882,5171,6711,44.92
2020,CT2020,Manhattan,36061013501,1013501,,,,5504,2822,2682,49.67
2020,CT2020,Manhattan,36061013502,1013502,,,,6358,3063,3295,57.16
2020,CT2020,Manhattan,36061013601,1013601,,,,1962,847,1115,9.28
2020,CT2020,Manhattan,36061013602,1013602,,,,5070,2293,2777,13.94
2020,CT2020,Manhattan,36061013603,1013603,,,,4387,1904,2483,13.3
2020,CT2020,Manhattan,36061013604,1013604,,,,5057,2160,2897,17.71
2020,CT2020,Manhattan,36061013700,1013700,,,,7308,3579,3729,55.93
2020,CT2020,Manhattan,36061013800,1013800,,,,13109,5682,7427,45
2020,CT2020,Manhattan,36061013900,1013900,,,,9988,5256,4732,44.87
2020,CT2020,Manhattan,36061014000,1014000,,,,8050,3688,4362,44.26
2020,CT2020,Manhattan,36061014200,1014200,,,,4463,2042,2421,44.23
2020,CT2020,Manhattan,36061014300,1014300,,,,129,112,17,739.38
2020,CT2020,Manhattan,36061014401,1014401,,,,5040,2209,2831,18.37
2020,CT2020,Manhattan,36061014402,1014402,,,,7151,3153,3998,43.71
