Year,GeogType,FIPSCode,BoroCode,GeogName,GeoID,Pop1,Male ,Fem,LandAcres
2020,CB2020,047,3,Brooklyn,30454002001,356,173,183,5.25
2020,CB2020,047,3,Brooklyn,30454002002,377,182,195,3.73
2020,CB2020,047,3,Brooklyn,30454002003,101,64,37,1.52
2020,CB2020,047,3,Brooklyn,30456001000,299,162,137,2.11
2020,CB2020,047,3,Brooklyn,30456001001,58,26,32,3.55
2020,CB2020,047,3,Brooklyn,30456001002,366,181,185,5.64
2020,CB2020,047,3,Brooklyn,30456001003,561,350,211,5.66
2020,CB2020,047,3,Brooklyn,30456002000,487,253,234,1.95
2020,CB2020,047,3,Brooklyn,30456002001,419,209,210,1.94
2020,CB2020,047,3,Brooklyn,30456002002,111,48,63,3.31
2020,CB2020,047,3,Brooklyn,30456002003,105,40,65,3.31
2020,CB2020,047,3,Brooklyn,30456002004,212,119,93,5.26
2020,CB2020,047,3,Brooklyn,30456002005,149,68,81,5.25
2020,CB2020,047,3,Brooklyn,30458001000,308,137,171,2.23
2020,CB2020,047,3,Brooklyn,30458001001,305,164,141,2.28
2020,CB2020,047,3,Brooklyn,30458001002,0,0,0,0.57
2020,CB2020,047,3,Brooklyn,30458001003,0,0,0,0.35
2020,CB2020,047,3,Brooklyn,30458001004,0,0,0,0.87
2020,CB2020,047,3,Brooklyn,30458001005,86,34,52,3.16
2020,CB2020,047,3,Brooklyn,30458001006,115,78,37,3.85
2020,CB2020,047,3,Brooklyn,30458001007,0,0,0,0.55
2020,CB2020,047,3,Brooklyn,30458002000,119,72,47,5.25
2020,CB2020,047,3,Brooklyn,30458002001,188,104,84,6.09
2020,CB2020,047,3,Brooklyn,30458002002,147,61,86,6.27
2020,CB2020,047,3,Brooklyn,30458002003,0,0,0,1.53
2020,CB2020,047,3,Brooklyn,30458002004,140,89,51,6.09
2020,CB2020,047,3,Brooklyn,30458002005,150,70,80,5.25
2020,CB2020,047,3,Brooklyn,30460001000,326,187,139,4.44
2020,CB2020,047,3,Brooklyn,30460001001,496,256,240,4.29
2020,CB2020,047,3,Brooklyn,30460001002,497,229,268,3.28
2020,CB2020,047,3,Brooklyn,30460001003,0,0,0,0.78
2020,CB2020,047,3,Brooklyn,30460002000,733,336,397,5.74
2020,CB2020,047,3,Brooklyn,30460002001,1094,562,532,5.1
2020,CB2020,047,3,Brooklyn,30460003000,144,81,63,5.76
2020,CB2020,047,3,Brooklyn,30460003001,106,57,49,7.22
2020,CB2020,047,3,Brooklyn,30460003002,73,38,35,2.91
2020,CB2020,047,3,Brooklyn,30460003003,80,32,48,2.76
2020,CB2020,047,3,Brooklyn,30460003004,111,50,61,2.08
2020,CB2020,047,3,Brooklyn,30460003005,68,34,34,1.01
2020,CB2020,047,3,Brooklyn,30460003006,40,23,17,0.6
2020,CB2020,047,3,Brooklyn,30460003007,60,46,14,2.49
2020,CB2020,047,3,Brooklyn,30462011000,0,0,0,1.14
2020,CB2020,047,3,Brooklyn,30462011001,850,407,443,5.97
2020,CB2020,047,3,Brooklyn,30462011002,561,314,247,3.69
2020,CB2020,047,3,Brooklyn,30462011003,125,56,69,2.77
2020,CB2020,047,3,Brooklyn,30462012000,0,0,0,0.31
2020,CB2020,047,3,Brooklyn,30462012001,224,115,109,3.24
2020,CB2020,047,3,Brooklyn,30462012002,22,8,14,1.3
2020,CB2020,047,3,Brooklyn,30462012003,0,0,0,0.45
2020,CB2020,047,3,Brooklyn,30462012004,118,70,48,2.85
2020,CB2020,047,3,Brooklyn,30462012005,171,103,68,2.24
2020,CB2020,047,3,Brooklyn,30462012006,112,51,61,2.24
2020,CB2020,047,3,Brooklyn,30462012007,221,110,111,2.21
2020,CB2020,047,3,Brooklyn,30462012008,296,87,209,2.66
2020,CB2020,047,3,Brooklyn,30462012009,0,0,0,0.63
2020,CB2020,047,3,Brooklyn,30462021000,0,0,0,0.31
2020,CB2020,047,3,Brooklyn,30462021001,0,0,0,1.16
2020,CB2020,047,3,Brooklyn,30462021002,355,191,164,2.97
2020,CB2020,047,3,Brooklyn,30462021003,206,125,81,3.31
2020,CB2020,047,3,Brooklyn,30462021004,189,70,119,4.91
2020,CB2020,047,3,Brooklyn,30462021005,217,114,103,5.24
2020,CB2020,047,3,Brooklyn,30462021006,0,0,0,0.38
2020,CB2020,047,3,Brooklyn,30462022000,270,124,146,5.26
2020,CB2020,047,3,Brooklyn,30462022001,346,167,179,6.59
2020,CB2020,047,3,Brooklyn,30462022002,53,21,32,3.42
2020,CB2020,047,3,Brooklyn,30462022003,0,0,0,1.17
2020,CB2020,047,3,Brooklyn,30462022004,103,57,46,1.31
2020,CB2020,047,3,Brooklyn,30462022005,73,44,29,5.03
2020,CB2020,047,3,Brooklyn,30462022006,79,33,46,1.67
2020,CB2020,047,3,Brooklyn,30464001000,94,50,44,2.32
2020,CB2020,047,3,Brooklyn,30464001001,235,135,100,8.25
2020,CB2020,047,3,Brooklyn,30464001002,452,235,217,4.64
2020,CB2020,047,3,Brooklyn,30464001003,26,14,12,0.62
2020,CB2020,047,3,Brooklyn,30464001004,224,121,103,2.26
2020,CB2020,047,3,Brooklyn,30464001005,295,143,152,3.86
2020,CB2020,047,3,Brooklyn,30464001006,32,20,12,4.1
2020,CB2020,047,3,Brooklyn,30464001007,0,0,0,0.51
2020,CB2020,047,3,Brooklyn,30464002000,573,263,310,4.66
2020,CB2020,047,3,Brooklyn,30464002001,448,244,204,4.66
2020,CB2020,047,3,Brooklyn,30464002002,353,195,158,4.64
2020,CB2020,047,3,Brooklyn,30468001000,305,155,150,23.28
2020,CB2020,047,3,Brooklyn,30468001001,611,296,315,14.17
2020,CB2020,047,3,Brooklyn,30468001002,189,104,85,14.44
2020,CB2020,047,3,Brooklyn,30468001003,324,158,166,4.38
2020,CB2020,047,3,Brooklyn,30468001004,250,128,122,4.72
2020,CB2020,047,3,Brooklyn,30468001005,459,250,209,12.13
2020,CB2020,047,3,Brooklyn,30470001000,252,110,142,3.7
2020,CB2020,047,3,Brooklyn,30470001001,46,17,29,1.79
2020,CB2020,047,3,Brooklyn,30470001002,231,126,105,4.59
2020,CB2020,047,3,Brooklyn,30470001003,371,180,191,4.61
2020,CB2020,047,3,Brooklyn,30470001004,317,165,152,4.66
2020,CB2020,047,3,Brooklyn,30470001005,340,173,167,4.79
2020,CB2020,047,3,Brooklyn,30470002000,291,157,134,5.19
2020,CB2020,047,3,Brooklyn,30470002001,528,269,259,4.89
2020,CB2020,047,3,Brooklyn,30470002002,273,140,133,8.37
2020,CB2020,047,3,Brooklyn,30470002003,174,80,94,2.33
2020,CB2020,047,3,Brooklyn,30472001000,207,125,82,2.98
2020,CB2020,047,3,Brooklyn,30472001001,72,30,42,1.48
2020,CB2020,047,3,Brooklyn,30472001002,132,56,76,1.53
2020,CB2020,047,3,Brooklyn,30472001003,512,249,263,3.36
2020,CB2020,047,3,Brooklyn,30472002000,260,112,148,4.46
2020,CB2020,047,3,Brooklyn,30472002001,564,291,273,4.83
2020,CB2020,047,3,Brooklyn,30472002002,285,157,128,4.81
2020,CB2020,047,3,Brooklyn,30472003000,243,130,113,5.28
2020,CB2020,047,3,Brooklyn,30472003001,375,191,184,5.19
2020,CB2020,047,3,Brooklyn,30472003002,254,128,126,5.21
2020,CB2020,047,3,Brooklyn,30472003003,195,87,108,3.55
2020,CB2020,047,3,Brooklyn,30474001000,280,111,169,3.79
2020,CB2020,047,3,Brooklyn,30474001001,1037,567,470,9.92
2020,CB2020,047,3,Brooklyn,30474001002,178,100,78,3.04
2020,CB2020,047,3,Brooklyn,30474001003,186,100,86,2.25
2020,CB2020,047,3,Brooklyn,30474001004,123,76,47,2.88
2020,CB2020,047,3,Brooklyn,30474001005,66,15,51,2.07
2020,CB2020,047,3,Brooklyn,30474002000,434,232,202,5.25
2020,CB2020,047,3,Brooklyn,30474002001,465,235,230,5.21
2020,CB2020,047,3,Brooklyn,30474002002,280,169,111,5.13
2020,CB2020,047,3,Brooklyn,30474002003,125,74,51,2.11
2020,CB2020,047,3,Brooklyn,30474002004,58,16,42,1.34
2020,CB2020,047,3,Brooklyn,30474002005,0,0,0,0.46
2020,CB2020,047,3,Brooklyn,30476001000,348,207,141,2.6
2020,CB2020,047,3,Brooklyn,30476001001,445,220,225,3.33
2020,CB2020,047,3,Brooklyn,30476001002,106,49,57,1.96
2020,CB2020,047,3,Brooklyn,30476001003,154,74,80,2.6
2020,CB2020,047,3,Brooklyn,30476001004,357,176,181,5.01
2020,CB2020,047,3,Brooklyn,30476001005,0,0,0,0.8
2020,CB2020,047,3,Brooklyn,30476002000,346,177,169,5.21
2020,CB2020,047,3,Brooklyn,30476002001,584,303,281,4.54
2020,CB2020,047,3,Brooklyn,30476002002,181,97,84,4.25
2020,CB2020,047,3,Brooklyn,30476003000,443,231,212,5.19
2020,CB2020,047,3,Brooklyn,30476003001,346,167,179,5.21
2020,CB2020,047,3,Brooklyn,30476003002,383,181,202,5.2
2020,CB2020,047,3,Brooklyn,30476003003,361,192,169,5.29
2020,CB2020,047,3,Brooklyn,30477001000,0,0,0,0.43
2020,CB2020,047,3,Brooklyn,30477001001,0,0,0,0.3
2020,CB2020,047,3,Brooklyn,30477001002,0,0,0,0.37
2020,CB2020,047,3,Brooklyn,30477001003,0,0,0,0.38
2020,CB2020,047,3,Brooklyn,30477001004,0,0,0,0.55
2020,CB2020,047,3,Brooklyn,30477001005,0,0,0,0.35
2020,CB2020,047,3,Brooklyn,30477001006,0,0,0,0.4
2020,CB2020,047,3,Brooklyn,30477001007,0,0,0,0.27
2020,CB2020,047,3,Brooklyn,30477001008,124,59,65,1.57
2020,CB2020,047,3,Brooklyn,30477001009,300,148,152,2.54
2020,CB2020,047,3,Brooklyn,30477001010,268,144,124,2.81
2020,CB2020,047,3,Brooklyn,30477001011,211,120,91,2.75
2020,CB2020,047,3,Brooklyn,30477001012,188,102,86,2.73
2020,CB2020,047,3,Brooklyn,30477001013,141,83,58,1.74
2020,CB2020,047,3,Brooklyn,30477001014,16,11,5,1.51
2020,CB2020,047,3,Brooklyn,30477001015,0,0,0,0.36
2020,CB2020,047,3,Brooklyn,30477001016,0,0,0,0.41
2020,CB2020,047,3,Brooklyn,30477001017,0,0,0,0.38
2020,CB2020,047,3,Brooklyn,30477001018,0,0,0,0.44
2020,CB2020,047,3,Brooklyn,30477001019,0,0,0,0.48
2020,CB2020,047,3,Brooklyn,30477001020,0,0,0,0.45
2020,CB2020,047,3,Brooklyn,30477001021,44,36,8,0.7
2020,CB2020,047,3,Brooklyn,30477001022,61,15,46,1.52
2020,CB2020,047,3,Brooklyn,30477001023,155,87,68,1.81
2020,CB2020,047,3,Brooklyn,30477001024,287,140,147,2.96
2020,CB2020,047,3,Brooklyn,30477002000,28,6,22,0.99
2020,CB2020,047,3,Brooklyn,30477002001,252,124,128,3.71
2020,CB2020,047,3,Brooklyn,30477002002,281,102,179,2.61
2020,CB2020,047,3,Brooklyn,30477002003,171,123,48,2.1
2020,CB2020,047,3,Brooklyn,30477002004,432,254,178,3.02
2020,CB2020,047,3,Brooklyn,30477002005,143,72,71,1.74
2020,CB2020,047,3,Brooklyn,30477002006,11,7,4,1.26
2020,CB2020,047,3,Brooklyn,30477002007,402,179,223,3.25
2020,CB2020,047,3,Brooklyn,30477002008,32,21,11,0.69
2020,CB2020,047,3,Brooklyn,30477002009,0,0,0,0.42
2020,CB2020,047,3,Brooklyn,30477002010,679,345,334,5.5
2020,CB2020,047,3,Brooklyn,30477002011,0,0,0,0.33
2020,CB2020,047,3,Brooklyn,30478001000,438,217,221,6.56
2020,CB2020,047,3,Brooklyn,30478001001,483,241,242,6.22
2020,CB2020,047,3,Brooklyn,30478001002,531,271,260,6.34
2020,CB2020,047,3,Brooklyn,30478002000,81,43,38,1.38
2020,CB2020,047,3,Brooklyn,30478002001,219,110,109,2.06
2020,CB2020,047,3,Brooklyn,30478002002,724,402,322,5.19
2020,CB2020,047,3,Brooklyn,30478002003,265,191,74,0.96
2020,CB2020,047,3,Brooklyn,30478002004,434,203,231,4.61
2020,CB2020,047,3,Brooklyn,30478003000,125,63,62,1.87
2020,CB2020,047,3,Brooklyn,30478003001,405,221,184,3.28
2020,CB2020,047,3,Brooklyn,30478003002,218,116,102,2.83
2020,CB2020,047,3,Brooklyn,30478003003,287,169,118,2.04
2020,CB2020,047,3,Brooklyn,30478003004,693,345,348,5.21
2020,CB2020,047,3,Brooklyn,30478003005,405,197,208,6.12
2020,CB2020,047,3,Brooklyn,30480001000,447,255,192,3.88
2020,CB2020,047,3,Brooklyn,30480001001,289,137,152,3.54
2020,CB2020,047,3,Brooklyn,30480001002,428,194,234,6.05
2020,CB2020,047,3,Brooklyn,30480001003,580,287,293,5.17
2020,CB2020,047,3,Brooklyn,30480002000,455,246,209,4.63
2020,CB2020,047,3,Brooklyn,30480002001,606,319,287,4.59
2020,CB2020,047,3,Brooklyn,30480002002,473,249,224,3.79
2020,CB2020,047,3,Brooklyn,30480002003,340,168,172,3.32
2020,CB2020,047,3,Brooklyn,30480002004,140,72,68,1.35
2020,CB2020,047,3,Brooklyn,30480002005,66,25,41,1.53
2020,CB2020,047,3,Brooklyn,30481001000,434,217,217,5.51
2020,CB2020,047,3,Brooklyn,30481001001,153,57,96,2.28
2020,CB2020,047,3,Brooklyn,30481001002,125,69,56,3.68
2020,CB2020,047,3,Brooklyn,30481002000,173,99,74,4.07
2020,CB2020,047,3,Brooklyn,30481002001,145,62,83,1.78
2020,CB2020,047,3,Brooklyn,30481002002,460,209,251,4.02
2020,CB2020,047,3,Brooklyn,30481003000,286,153,133,2.44
2020,CB2020,047,3,Brooklyn,30481003001,384,193,191,5.24
2020,CB2020,047,3,Brooklyn,30481003002,104,37,67,2.2
2020,CB2020,047,3,Brooklyn,30481003003,462,233,229,3.33
2020,CB2020,047,3,Brooklyn,30481003004,379,194,185,2.84
2020,CB2020,047,3,Brooklyn,30482001000,490,238,252,3.65
2020,CB2020,047,3,Brooklyn,30482001001,287,166,121,2.37
2020,CB2020,047,3,Brooklyn,30482001002,344,175,169,2.98
2020,CB2020,047,3,Brooklyn,30482002000,510,243,267,5.42
2020,CB2020,047,3,Brooklyn,30482002001,955,484,471,6.13
2020,CB2020,047,3,Brooklyn,30482002002,0,0,0,0.55
2020,CB2020,047,3,Brooklyn,30482002003,0,0,0,0.49
2020,CB2020,047,3,Brooklyn,30482002004,0,0,0,0.44
2020,CB2020,047,3,Brooklyn,30482002005,0,0,0,0.43
2020,CB2020,047,3,Brooklyn,30482003000,1240,609,631,4.64
2020,CB2020,047,3,Brooklyn,30482003001,777,371,406,4.94
2020,CB2020,047,3,Brooklyn,30482003002,0,0,0,0.51
2020,CB2020,047,3,Brooklyn,30482003003,0,0,0,0.54
2020,CB2020,047,3,Brooklyn,30482003004,0,0,0,0.55
2020,CB2020,047,3,Brooklyn,30482003005,0,0,0,0.51
2020,CB2020,047,3,Brooklyn,30482004000,360,172,188,2.54
2020,CB2020,047,3,Brooklyn,30482004001,387,198,189,1.84
2020,CB2020,047,3,Brooklyn,30482005000,415,228,187,5.52
2020,CB2020,047,3,Brooklyn,30482005001,357,191,166,4.53
2020,CB2020,047,3,Brooklyn,30484001000,372,200,172,6.07
2020,CB2020,047,3,Brooklyn,30484001001,878,435,443,7.15
2020,CB2020,047,3,Brooklyn,30484001002,113,49,64,1.94
2020,CB2020,047,3,Brooklyn,30484001003,0,0,0,2.18
2020,CB2020,047,3,Brooklyn,30484001004,1179,595,584,6.08
2020,CB2020,047,3,Brooklyn,30484002000,483,248,235,5.26
2020,CB2020,047,3,Brooklyn,30484002001,543,290,253,5.26
2020,CB2020,047,3,Brooklyn,30484002002,756,400,356,5.24
2020,CB2020,047,3,Brooklyn,30484003000,342,158,184,2.13
2020,CB2020,047,3,Brooklyn,30484003001,365,177,188,2.92
2020,CB2020,047,3,Brooklyn,30484003002,202,103,99,3.37
2020,CB2020,047,3,Brooklyn,30484003003,689,362,327,4.09
2020,CB2020,047,3,Brooklyn,30485001000,16,10,6,3.5
2020,CB2020,047,3,Brooklyn,30485001001,41,13,28,2.49
2020,CB2020,047,3,Brooklyn,30485001002,74,36,38,5.68
2020,CB2020,047,3,Brooklyn,30485001003,12,3,9,3.14
2020,CB2020,047,3,Brooklyn,30485001004,8,5,3,2.67
2020,CB2020,047,3,Brooklyn,30485001005,10,4,6,2.77
2020,CB2020,047,3,Brooklyn,30485001006,0,0,0,2.77
2020,CB2020,047,3,Brooklyn,30485001007,26,15,11,3.55
2020,CB2020,047,3,Brooklyn,30485001008,15,14,1,2.44
2020,CB2020,047,3,Brooklyn,30485001009,0,0,0,3.62
2020,CB2020,047,3,Brooklyn,30485001010,13,13,0,14.78
2020,CB2020,047,3,Brooklyn,30485001011,278,132,146,5.03
2020,CB2020,047,3,Brooklyn,30485001012,20,15,5,4.97
2020,CB2020,047,3,Brooklyn,30485001013,18,7,11,3.87
2020,CB2020,047,3,Brooklyn,30485001014,32,18,14,18.59
2020,CB2020,047,3,Brooklyn,30485001015,19,13,6,2.89
2020,CB2020,047,3,Brooklyn,30485001016,90,36,54,5.15
2020,CB2020,047,3,Brooklyn,30485001017,0,0,0,2.36
2020,CB2020,047,3,Brooklyn,30485001018,30,17,13,3.24
2020,CB2020,047,3,Brooklyn,30485001019,246,138,108,7.22
2020,CB2020,047,3,Brooklyn,30485002000,122,39,83,3.2
2020,CB2020,047,3,Brooklyn,30485002001,83,32,51,1.28
2020,CB2020,047,3,Brooklyn,30485002002,313,196,117,3.15
2020,CB2020,047,3,Brooklyn,30485002003,65,24,41,2.33
2020,CB2020,047,3,Brooklyn,30485002004,32,11,21,6.3
2020,CB2020,047,3,Brooklyn,30485002005,50,42,8,3.13
2020,CB2020,047,3,Brooklyn,30485002006,470,334,136,3.06
2020,CB2020,047,3,Brooklyn,30485002007,55,17,38,5.39
2020,CB2020,047,3,Brooklyn,30485002008,130,60,70,4.73
2020,CB2020,047,3,Brooklyn,30485002009,77,53,24,3.02
2020,CB2020,047,3,Brooklyn,30485002010,79,49,30,5.61
2020,CB2020,047,3,Brooklyn,30485002011,46,27,19,1.77
2020,CB2020,047,3,Brooklyn,30486001000,0,0,0,0.37
2020,CB2020,047,3,Brooklyn,30486001001,841,454,387,6.97
2020,CB2020,047,3,Brooklyn,30486001002,391,209,182,6.87
2020,CB2020,047,3,Brooklyn,30486002000,553,288,265,5.25
2020,CB2020,047,3,Brooklyn,30486002001,651,331,320,6.86
2020,CB2020,047,3,Brooklyn,30486003000,794,446,348,5.72
2020,CB2020,047,3,Brooklyn,30486003001,312,168,144,5.69
2020,CB2020,047,3,Brooklyn,30486003002,55,27,28,5.63
2020,CB2020,047,3,Brooklyn,30488001000,328,150,178,1.8
2020,CB2020,047,3,Brooklyn,30488001001,40,20,20,1.22
2020,CB2020,047,3,Brooklyn,30488001002,408,227,181,5.26
2020,CB2020,047,3,Brooklyn,30488001003,555,254,301,5.25
2020,CB2020,047,3,Brooklyn,30488002000,700,360,340,5.24
2020,CB2020,047,3,Brooklyn,30488002001,689,336,353,5.25
2020,CB2020,047,3,Brooklyn,30488003000,1338,660,678,6.15
2020,CB2020,047,3,Brooklyn,30488003001,478,247,231,5.25
2020,CB2020,047,3,Brooklyn,30489001000,532,177,355,3.54
2020,CB2020,047,3,Brooklyn,30489001001,619,262,357,4.61
2020,CB2020,047,3,Brooklyn,30489002000,1186,526,660,4.73
2020,CB2020,047,3,Brooklyn,30489003000,1420,570,850,9.76
2020,CB2020,047,3,Brooklyn,30490001000,1149,536,613,5.94
2020,CB2020,047,3,Brooklyn,30490001001,1038,521,517,6.24
2020,CB2020,047,3,Brooklyn,30490001002,0,0,0,1.53
2020,CB2020,047,3,Brooklyn,30490001003,0,0,0,1.64
2020,CB2020,047,3,Brooklyn,30490001004,336,164,172,5.97
2020,CB2020,047,3,Brooklyn,30490002000,1451,721,730,6.24
2020,CB2020,047,3,Brooklyn,30490002001,0,0,0,1.54
2020,CB2020,047,3,Brooklyn,30490002002,0,0,0,1.57
2020,CB2020,047,3,Brooklyn,30490002003,1219,586,633,6.22
2020,CB2020,047,3,Brooklyn,30490003000,369,205,164,5.25
2020,CB2020,047,3,Brooklyn,30490003001,474,251,223,5.25
2020,CB2020,047,3,Brooklyn,30491001000,1660,732,928,8.14
2020,CB2020,047,3,Brooklyn,30491001001,192,96,96,3.01
2020,CB2020,047,3,Brooklyn,30491002000,342,172,170,2.89
2020,CB2020,047,3,Brooklyn,30491002001,192,101,91,2.84
2020,CB2020,047,3,Brooklyn,30491002002,174,73,101,5.75
2020,CB2020,047,3,Brooklyn,30491002003,165,79,86,3.42
2020,CB2020,047,3,Brooklyn,30491003000,355,166,189,2.87
2020,CB2020,047,3,Brooklyn,30491003001,390,148,242,2.89
2020,CB2020,047,3,Brooklyn,30491003002,386,190,196,2.85
2020,CB2020,047,3,Brooklyn,30491003003,647,313,334,2.87
2020,CB2020,047,3,Brooklyn,30491003004,100,43,57,2.45
2020,CB2020,047,3,Brooklyn,30491003005,40,18,22,0.84
2020,CB2020,047,3,Brooklyn,30491004000,867,392,475,6.18
2020,CB2020,047,3,Brooklyn,30491004001,856,385,471,1.87
2020,CB2020,047,3,Brooklyn,30491004002,0,0,0,3.81
2020,CB2020,047,3,Brooklyn,30492001000,112,61,51,2.86
2020,CB2020,047,3,Brooklyn,30492001001,105,37,68,2.69
2020,CB2020,047,3,Brooklyn,30492001002,309,157,152,2.89
2020,CB2020,047,3,Brooklyn,30492001003,546,273,273,5.34
2020,CB2020,047,3,Brooklyn,30492002000,351,250,101,4.23
2020,CB2020,047,3,Brooklyn,30492002001,343,170,173,5.6
2020,CB2020,047,3,Brooklyn,30492002002,569,277,292,5.39
2020,CB2020,047,3,Brooklyn,30492003000,250,140,110,6.84
2020,CB2020,047,3,Brooklyn,30492003001,781,382,399,5.34
2020,CB2020,047,3,Brooklyn,30493011000,345,141,204,2.72
2020,CB2020,047,3,Brooklyn,30493011001,348,136,212,2.68
2020,CB2020,047,3,Brooklyn,30493011002,248,85,163,2.96
2020,CB2020,047,3,Brooklyn,30493011003,278,103,175,2.9
2020,CB2020,047,3,Brooklyn,30493011004,340,137,203,2.75
2020,CB2020,047,3,Brooklyn,30493011005,338,136,202,2.74
2020,CB2020,047,3,Brooklyn,30493021000,560,326,234,2.83
2020,CB2020,047,3,Brooklyn,30493021001,506,268,238,2.82
2020,CB2020,047,3,Brooklyn,30493021002,400,198,202,2.92
2020,CB2020,047,3,Brooklyn,30493022000,282,113,169,2.08
2020,CB2020,047,3,Brooklyn,30493022001,449,236,213,2.92
2020,CB2020,047,3,Brooklyn,30493022002,214,114,100,2.91
2020,CB2020,047,3,Brooklyn,30493022003,182,80,102,2.01
2020,CB2020,047,3,Brooklyn,30493023000,120,51,69,1.31
2020,CB2020,047,3,Brooklyn,30493023001,143,52,91,2.81
2020,CB2020,047,3,Brooklyn,30493023002,1233,528,705,5.59
2020,CB2020,047,3,Brooklyn,30493024000,374,172,202,2.92
2020,CB2020,047,3,Brooklyn,30493024001,261,125,136,2.82
2020,CB2020,047,3,Brooklyn,30493024002,752,302,450,5.64
2020,CB2020,047,3,Brooklyn,30494001000,630,300,330,5.46
2020,CB2020,047,3,Brooklyn,30494001001,710,350,360,4.9
2020,CB2020,047,3,Brooklyn,30494001002,0,0,0,1.01
2020,CB2020,047,3,Brooklyn,30494001003,0,0,0,0.99
2020,CB2020,047,3,Brooklyn,30494002000,666,351,315,6
2020,CB2020,047,3,Brooklyn,30494002001,992,461,531,6.2
2020,CB2020,047,3,Brooklyn,30494002002,37,18,19,1.58
2020,CB2020,047,3,Brooklyn,30494002003,0,0,0,1.64
2020,CB2020,047,3,Brooklyn,30494003000,1193,590,603,6.13
2020,CB2020,047,3,Brooklyn,30494003001,564,263,301,5.26
2020,CB2020,047,3,Brooklyn,30494004000,453,225,228,3.57
2020,CB2020,047,3,Brooklyn,30494004001,282,144,138,2.39
2020,CB2020,047,3,Brooklyn,30495001000,111,54,57,1.59
2020,CB2020,047,3,Brooklyn,30495001001,290,157,133,1.98
2020,CB2020,047,3,Brooklyn,30495001002,240,123,117,2.46
2020,CB2020,047,3,Brooklyn,30495001003,432,217,215,2.9
2020,CB2020,047,3,Brooklyn,30495002000,282,98,184,2.81
2020,CB2020,047,3,Brooklyn,30495002001,259,151,108,2.8
2020,CB2020,047,3,Brooklyn,30495002002,277,125,152,2.92
2020,CB2020,047,3,Brooklyn,30495002003,135,71,64,1.63
2020,CB2020,047,3,Brooklyn,30495002004,119,69,50,1.31
2020,CB2020,047,3,Brooklyn,30495003000,164,81,83,2.82
2020,CB2020,047,3,Brooklyn,30495003001,191,84,107,2.81
2020,CB2020,047,3,Brooklyn,30495003002,301,154,147,2.93
2020,CB2020,047,3,Brooklyn,30495003003,184,97,87,1.46
2020,CB2020,047,3,Brooklyn,30495003004,129,64,65,1.48
2020,CB2020,047,3,Brooklyn,30496001000,153,64,89,2.64
2020,CB2020,047,3,Brooklyn,30496001001,293,166,127,2.88
2020,CB2020,047,3,Brooklyn,30496001002,272,135,137,3.45
2020,CB2020,047,3,Brooklyn,30496001003,407,220,187,4.03
2020,CB2020,047,3,Brooklyn,30496001004,685,328,357,5.99
2020,CB2020,047,3,Brooklyn,30496002000,547,283,264,6.03
2020,CB2020,047,3,Brooklyn,30496002001,532,282,250,5.38
2020,CB2020,047,3,Brooklyn,30496002002,426,183,243,4.89
2020,CB2020,047,3,Brooklyn,30496003000,306,176,130,2.93
2020,CB2020,047,3,Brooklyn,30496003001,283,145,138,3.58
2020,CB2020,047,3,Brooklyn,30496003002,143,77,66,2.59
2020,CB2020,047,3,Brooklyn,30496003003,218,105,113,2.53
2020,CB2020,047,3,Brooklyn,30496003004,381,151,230,3.24
2020,CB2020,047,3,Brooklyn,30497001000,116,57,59,1.83
2020,CB2020,047,3,Brooklyn,30497001001,94,52,42,0.97
2020,CB2020,047,3,Brooklyn,30497001002,236,112,124,2.64
2020,CB2020,047,3,Brooklyn,30497001003,0,0,0,0.08
2020,CB2020,047,3,Brooklyn,30497001004,249,122,127,2.81
2020,CB2020,047,3,Brooklyn,30497001005,202,86,116,2.81
2020,CB2020,047,3,Brooklyn,30497002000,218,127,91,2.81
2020,CB2020,047,3,Brooklyn,30497002001,231,83,148,2.81
2020,CB2020,047,3,Brooklyn,30497002002,83,39,44,2.81
2020,CB2020,047,3,Brooklyn,30497002003,293,136,157,2.78
2020,CB2020,047,3,Brooklyn,30497002004,202,111,91,2.93
2020,CB2020,047,3,Brooklyn,30497002005,84,45,39,1.28
2020,CB2020,047,3,Brooklyn,30497003000,301,133,168,2.81
2020,CB2020,047,3,Brooklyn,30497003001,290,163,127,2.81
2020,CB2020,047,3,Brooklyn,30497003002,201,87,114,2.83
2020,CB2020,047,3,Brooklyn,30497003003,122,69,53,2.76
2020,CB2020,047,3,Brooklyn,30497003004,219,114,105,2.91
2020,CB2020,047,3,Brooklyn,30498001000,471,215,256,4.8
2020,CB2020,047,3,Brooklyn,30498001001,931,467,464,6.1
2020,CB2020,047,3,Brooklyn,30498001002,59,31,28,5.37
2020,CB2020,047,3,Brooklyn,30498001003,87,27,60,1.55
2020,CB2020,047,3,Brooklyn,30498001004,125,61,64,1.52
2020,CB2020,047,3,Brooklyn,30498002000,696,339,357,6.49
2020,CB2020,047,3,Brooklyn,30498002001,244,133,111,4.42
2020,CB2020,047,3,Brooklyn,30498002002,788,369,419,6.01
2020,CB2020,047,3,Brooklyn,30498003000,186,100,86,5.7
2020,CB2020,047,3,Brooklyn,30498003001,527,269,258,4.54
2020,CB2020,047,3,Brooklyn,30498003002,403,171,232,4
2020,CB2020,047,3,Brooklyn,30499001000,113,54,59,2.57
2020,CB2020,047,3,Brooklyn,30499001001,0,0,0,0.25
